source_gene,gene_name
Gene::81853,TMEM14B
Gene::7097,TLR2
Gene::28232,SLCO3A1
Gene::645,BLVRB
Gene::124936,CYB5D2
Gene::59285,CACNG6
Gene::8727,CTNNAL1
Gene::5984,RFC4
Gene::26548,ITGB1BP2
Gene::9610,RIN1
Gene::125988,MICOS13
Gene::283162,OR8B4
Gene::117584,RFFL
Gene::57545,CC2D2A
Gene::55635,DEPDC1
Gene::131544,CRYBG3
Gene::84271,POLDIP3
Gene::51195,RAPGEFL1
Gene::7077,TIMP2
Gene::56979,PRDM9
Gene::9853,RUSC2
Gene::9967,THRAP3
Gene::100507436,MICA
Gene::113251,LARP4
Gene::80128,TRIM46
Gene::84168,ANTXR1
Gene::23560,GTPBP4
Gene::5042,PABPC3
Gene::6745,SSR1
Gene::64780,MICAL1
Gene::57531,HACE1
Gene::23221,RHOBTB2
Gene::3049,HBQ1
Gene::55669,MFN1
Gene::391109,OR10K1
Gene::26532,OR10H3
Gene::9031,BAZ1B
Gene::5270,SERPINE2
Gene::353140,LCE2C
Gene::440153,OR11H12
Gene::84296,GINS4
Gene::1591,CYP24A1
Gene::107,ADCY1
Gene::442184,OR2B3
Gene::9913,SUPT7L
Gene::51335,NGRN
Gene::1453,CSNK1D
Gene::441549,CDNF
Gene::23214,XPO6
Gene::146713,RBFOX3
Gene::6583,SLC22A4
Gene::127074,OR2T4
Gene::94031,HTRA3
Gene::3219,HOXB9
Gene::54566,EPB41L4B
Gene::14,AAMP
Gene::3784,KCNQ1
Gene::26150,RIBC2
Gene::5931,RBBP7
Gene::10073,SNUPN
Gene::51428,DDX41
Gene::51154,MRTO4
Gene::54490,UGT2B28
Gene::55120,FANCL
Gene::92129,RIPPLY1
Gene::3227,HOXC11
Gene::6601,SMARCC2
Gene::9189,ZBED1
Gene::10766,TOB2
Gene::4778,NFE2
Gene::57630,SH3RF1
Gene::10534,ZNRD2
Gene::116444,GRIN3B
Gene::6261,RYR1
Gene::29906,ST8SIA5
Gene::5305,PIP4K2A
Gene::9071,CLDN10
Gene::9013,TAF1C
Gene::3892,KRT86
Gene::5360,PLTP
Gene::81624,DIAPH3
Gene::390259,BSX
Gene::51608,GET4
Gene::7542,ZFPL1
Gene::347,APOD
Gene::90933,TRIM41
Gene::55847,CISD1
Gene::57016,AKR1B10
Gene::388531,RGS9BP
Gene::3550,IK
Gene::493861,EID3
Gene::55211,DPPA4
Gene::2821,GPI
Gene::84876,ORAI1
Gene::4665,NAB2
Gene::7089,TLE2
Gene::124739,USP43
Gene::6293,VPS52
Gene::3013,H2AC7
Gene::1207,CLNS1A
Gene::390439,OR11G2
Gene::5230,PGK1
Gene::57539,WDR35
Gene::10211,FLOT1
Gene::79023,NUP37
Gene::284422,SMIM24
Gene::51094,ADIPOR1
Gene::2911,GRM1
Gene::391190,OR2L8
Gene::140460,ASB7
Gene::4313,MMP2
Gene::84991,RBM17
Gene::5316,PKNOX1
Gene::25988,HINFP
Gene::146434,ZNF597
Gene::4300,MLLT3
Gene::79158,GNPTAB
Gene::57188,ADAMTSL3
Gene::55324,ABCF3
Gene::79087,ALG12
Gene::26019,UPF2
Gene::8073,PTP4A2
Gene::7703,PCGF2
Gene::50604,IL20
Gene::1137,CHRNA4
Gene::3127,HLA-DRB5
Gene::1655,DDX5
Gene::928,CD9
Gene::686,BTD
Gene::2822,GPLD1
Gene::5998,RGS3
Gene::25984,KRT23
Gene::55791,LRIF1
Gene::30851,TAX1BP3
Gene::27076,LYPD3
Gene::5359,PLSCR1
Gene::292,SLC25A5
Gene::9960,USP3
Gene::51029,DESI2
Gene::5083,PAX9
Gene::93185,IGSF8
Gene::54819,ZCCHC10
Gene::495,ATP4A
Gene::23413,NCS1
Gene::79809,TTC21B
Gene::2966,GTF2H2
Gene::4992,OR1F1
Gene::2158,F9
Gene::23030,KDM4B
Gene::5209,PFKFB3
Gene::7850,IL1R2
Gene::5923,RASGRF1
Gene::114884,OSBPL10
Gene::223082,ZNRF2
Gene::9957,HS3ST1
Gene::126402,TEKTL1
Gene::27077,B9D1
Gene::83657,DYNLRB2
Gene::200933,FBXO45
Gene::51012,PRELID3B
Gene::5883,RAD9A
Gene::57599,WDR48
Gene::84520,GON7
Gene::57456,KIAA1143
Gene::386724,AMIGO3
Gene::944,TNFSF8
Gene::27258,LSM3
Gene::56946,EMSY
Gene::55506,MACROH2A2
Gene::29105,CFAP20
Gene::219771,CCNY
Gene::653583,PHLDB3
Gene::171483,FAM9B
Gene::58489,ABHD17C
Gene::26263,FBXO22
Gene::3112,HLA-DOB
Gene::390260,OR6X1
Gene::4948,OCA2
Gene::7035,TFPI
Gene::956,ENTPD3
Gene::4907,NT5E
Gene::27092,CACNG4
Gene::9570,GOSR2
Gene::3705,ITPK1
Gene::2812,GP1BB
Gene::143187,VTI1A
Gene::9159,PCSK7
Gene::79735,TBC1D17
Gene::56267,KYAT3
Gene::1977,EIF4E
Gene::4759,NEU2
Gene::5926,ARID4A
Gene::152185,SPICE1
Gene::7761,ZNF214
Gene::51149,MRNIP
Gene::4669,NAGLU
Gene::3024,H1-1
Gene::56902,PNO1
Gene::57530,CGN
Gene::11253,MAN1B1
Gene::9697,TRAM2
Gene::857,CAV1
Gene::8195,MKKS
Gene::54929,TMEM161A
Gene::64759,TNS3
Gene::58528,RRAGD
Gene::55200,PLEKHG6
Gene::2197,FAU
Gene::6904,TBCD
Gene::6642,SNX1
Gene::728405,USP17L29
Gene::145483,FAM161B
Gene::199777,ZNF626
Gene::55761,TTC17
Gene::8243,SMC1A
Gene::51807,TUBA8
Gene::841,CASP8
Gene::147179,WIPF2
Gene::11070,TMEM115
Gene::55800,SCN3B
Gene::23082,PPRC1
Gene::8643,PTCH2
Gene::124641,OVCA2
Gene::9931,HELZ
Gene::26953,RANBP6
Gene::7332,UBE2L3
Gene::84701,COX4I2
Gene::51327,AHSP
Gene::29093,MRPL22
Gene::26503,SLC17A5
Gene::10987,COPS5
Gene::653240,KRTAP4-11
Gene::9600,PITPNM1
Gene::8360,H4C4
Gene::9019,MPZL1
Gene::6564,SLC15A1
Gene::170685,NUDT10
Gene::10982,MAPRE2
Gene::8892,EIF2B2
Gene::89927,BMERB1
Gene::64096,GFRA4
Gene::221074,SLC39A12
Gene::196513,DCP1B
Gene::8928,FOXH1
Gene::10273,STUB1
Gene::83448,PUS7L
Gene::93624,TADA2B
Gene::155465,AGR3
Gene::10153,CEBPZ
Gene::653361,NCF1
Gene::653689,GSTT2B
Gene::57565,KLHL14
Gene::9569,GTF2IRD1
Gene::112858,TP53RK
Gene::4628,MYH10
Gene::259249,MRGPRX1
Gene::406984,MIR200B
Gene::55775,TDP1
Gene::8801,SUCLG2
Gene::54205,CYCS
Gene::5977,DPF2
Gene::8672,EIF4G3
Gene::84272,YIPF4
Gene::9416,DDX23
Gene::113263,GLCCI1
Gene::22824,HSPA4L
Gene::7345,UCHL1
Gene::83667,SESN2
Gene::23212,RRS1
Gene::128272,ARHGEF19
Gene::4983,OPHN1
Gene::429,ASCL1
Gene::11051,NUDT21
Gene::5216,PFN1
Gene::64398,PALS1
Gene::2301,FOXE3
Gene::8536,CAMK1
Gene::51454,GULP1
Gene::1124,CHN2
Gene::144100,PLEKHA7
Gene::389658,ALKAL1
Gene::1131,CHRM3
Gene::155066,ATP6V0E2
Gene::10266,RAMP2
Gene::406940,MIR148A
Gene::7039,TGFA
Gene::11035,RIPK3
Gene::2880,GPX5
Gene::146705,TEPSIN
Gene::221002,RASGEF1A
Gene::200186,CRTC2
Gene::81285,OR51E2
Gene::11325,DDX42
Gene::102466515,MIR1199
Gene::286,ANK1
Gene::80207,OPA3
Gene::283385,MORN3
Gene::401399,PRRT4
Gene::9638,FEZ1
Gene::7021,TFAP2B
Gene::528,ATP6V1C1
Gene::8989,TRPA1
Gene::1185,CLCN6
Gene::9403,SELENOF
Gene::23331,TTC28
Gene::7003,TEAD1
Gene::3189,HNRNPH3
Gene::27336,HTATSF1
Gene::6924,ELOA
Gene::6627,SNRPA1
Gene::3225,HOXC9
Gene::5000,ORC4
Gene::6474,SHOX2
Gene::408263,FNDC9
Gene::26496,OR10A3
Gene::8556,CDC14A
Gene::55088,CCDC186
Gene::4961525,ORF57
Gene::8013,NR4A3
Gene::404672,GTF2H5
Gene::22955,SCMH1
Gene::7045,TGFBI
Gene::23263,MCF2L
Gene::5203,PFDN4
Gene::151,ADRA2B
Gene::163071,ZNF114
Gene::54891,INO80D
Gene::54923,LIME1
Gene::23643,LY96
Gene::54962,TIPIN
Gene::10693,CCT6B
Gene::56957,OTUD7B
Gene::139324,HDX
Gene::63922,CHTF18
Gene::196883,ADCY4
Gene::79003,MIS12
Gene::8673,VAMP8
Gene::51168,MYO15A
Gene::402665,IGLON5
Gene::79931,TNIP3
Gene::1101,CHAD
Gene::55612,FERMT1
Gene::27158,NDOR1
Gene::8409,UXT
Gene::26229,B3GAT3
Gene::5097,PCDH1
Gene::8492,PRSS12
Gene::27044,SND1
Gene::81501,DCSTAMP
Gene::3320,HSP90AA1
Gene::774,CACNA1B
Gene::64328,XPO4
Gene::3344,FOXN2
Gene::54757,FAM20A
Gene::9319,TRIP13
Gene::6125,RPL5
Gene::83852,SETDB2
Gene::4082,MARCKS
Gene::80150,ASRGL1
Gene::8399,PLA2G10
Gene::57511,COG6
Gene::21,ABCA3
Gene::57132,CHMP1B
Gene::124454,EARS2
Gene::125950,RAVER1
Gene::10957,PNRC1
Gene::10321,CRISP3
Gene::6234,RPS28
Gene::1605,DAG1
Gene::3460,IFNGR2
Gene::54821,ERCC6L
Gene::10179,RBM7
Gene::63898,SH2D4A
Gene::26286,ARFGAP3
Gene::8330,H2AC15
Gene::54974,THG1L
Gene::5033,P4HA1
Gene::55280,CWF19L1
Gene::4097,MAFG
Gene::26707,OR2J2
Gene::8877,SPHK1
Gene::3383,ICAM1
Gene::79012,CAMKV
Gene::10484,SEC23A
Gene::9987,HNRNPDL
Gene::63943,FKBPL
Gene::6604,SMARCD3
Gene::11234,HPS5
Gene::26354,GNL3
Gene::84883,AIFM2
Gene::219428,OR4C16
Gene::80339,PNPLA3
Gene::9718,ECE2
Gene::6945,MLX
Gene::685,BTC
Gene::23132,RAD54L2
Gene::343406,OR10R2
Gene::80852,GRIP2
Gene::84549,MAK16
Gene::5701,PSMC2
Gene::80070,ADAMTS20
Gene::2065,ERBB3
Gene::1429,CRYZ
Gene::10542,LAMTOR5
Gene::169792,GLIS3
Gene::7461,CLIP2
Gene::147,ADRA1B
Gene::9270,ITGB1BP1
Gene::51747,LUC7L3
Gene::120787,OR52W1
Gene::9604,RNF14
Gene::7414,VCL
Gene::55049,REX1BD
Gene::57670,KIAA1549
Gene::494115,RBMXL1
Gene::79796,ALG9
Gene::7019,TFAM
Gene::8559,PRPF18
Gene::4644,MYO5A
Gene::27244,SESN1
Gene::9,NAT1
Gene::2646,GCKR
Gene::1951,CELSR3
Gene::405754,ERVFRD-1
Gene::59349,KLHL12
Gene::22983,MAST1
Gene::80306,MED28
Gene::399823,FOXI2
Gene::85369,STRIP1
Gene::115653,KIR3DL3
Gene::6271,S100A1
Gene::25788,RAD54B
Gene::283576,ZDHHC22
Gene::22897,CEP164
Gene::51647,CIAO2B
Gene::8192,CLPP
Gene::4999,ORC2
Gene::26472,PPP1R14B
Gene::79780,CCDC82
Gene::390148,OR5W2
Gene::89792,GAL3ST3
Gene::10865,ARID5A
Gene::5099,PCDH7
Gene::124637,CYB5D1
Gene::9321,TRIP11
Gene::11168,PSIP1
Gene::8660,IRS2
Gene::3651,PDX1
Gene::55929,DMAP1
Gene::6696,SPP1
Gene::55357,TBC1D2
Gene::115727,RASGRP4
Gene::8508,NIPSNAP1
Gene::639,PRDM1
Gene::9690,UBE3C
Gene::7054,TH
Gene::22980,TCF25
Gene::79848,CSPP1
Gene::150159,SLC9B1
Gene::83892,KCTD10
Gene::7355,SLC35A2
Gene::26017,FAM32A
Gene::57822,GRHL3
Gene::41,ASIC1
Gene::80124,VCPIP1
Gene::56892,TCIM
Gene::199786,NIBAN3
Gene::22884,WDR37
Gene::6160,RPL31
Gene::9988,DMTF1
Gene::57720,GPR107
Gene::11311,VPS45
Gene::6143,RPL19
Gene::55835,CPAP
Gene::5393,EXOSC9
Gene::91801,ALKBH8
Gene::3735,KARS1
Gene::1880,GPR183
Gene::56963,RGMA
Gene::445571,ZNG1C
Gene::6572,SLC18A3
Gene::384,ARG2
Gene::54512,EXOSC4
Gene::400673,VMAC
Gene::1500,CTNND1
Gene::2781,GNAZ
Gene::92106,OXNAD1
Gene::715,C1R
Gene::10495,ENOX2
Gene::522,ATP5PF
Gene::23122,CLASP2
Gene::11047,ADRM1
Gene::7589,ZSCAN21
Gene::4192,MDK
Gene::55359,STYK1
Gene::8820,HESX1
Gene::85302,FBF1
Gene::6915,TBXA2R
Gene::23676,SMPX
Gene::154467,CCDC167
Gene::302,ANXA2
Gene::947,CD34
Gene::84955,NUDCD1
Gene::2815,GP9
Gene::25875,LETMD1
Gene::6884,TAF13
Gene::1133,CHRM5
Gene::29098,RANGRF
Gene::80347,COASY
Gene::150274,HSCB
Gene::5160,PDHA1
Gene::678,ZFP36L2
Gene::9122,SLC16A4
Gene::948,CD36
Gene::3228,HOXC12
Gene::8751,ADAM15
Gene::8471,IRS4
Gene::387509,GPR153
Gene::2731,GLDC
Gene::57554,LRRC7
Gene::10096,ACTR3
Gene::10654,PMVK
Gene::10149,ADGRG2
Gene::54877,ZCCHC2
Gene::10439,OLFM1
Gene::137695,TMEM68
Gene::159,ADSS2
Gene::260434,PYDC1
Gene::1439,CSF2RB
Gene::27013,CNPPD1
Gene::54187,NANS
Gene::676,BRDT
Gene::5607,MAP2K5
Gene::6643,SNX2
Gene::138805,OR13F1
Gene::100170765,ERICH4
Gene::57128,LYRM4
Gene::5191,PEX7
Gene::8650,NUMB
Gene::9453,GGPS1
Gene::164312,LRRN4
Gene::146760,RTN4RL1
Gene::7932,OR2H2
Gene::574537,UGT2A2
Gene::539,ATP5PO
Gene::55756,INTS9
Gene::5202,PFDN2
Gene::5885,RAD21
Gene::23551,RASD2
Gene::120534,ARL14EP
Gene::139818,DOCK11
Gene::4297,KMT2A
Gene::116443,GRIN3A
Gene::2978,GUCA1A
Gene::79882,ZC3H14
Gene::9572,NR1D1
Gene::5007,OSBP
Gene::25802,LMOD1
Gene::7586,ZKSCAN1
Gene::11154,AP4S1
Gene::51234,EMC4
Gene::5111,PCNA
Gene::122769,LRR1
Gene::55151,TMEM38B
Gene::1758,DMP1
Gene::2342,FNTB
Gene::6773,STAT2
Gene::8935,SKAP2
Gene::1019,CDK4
Gene::164633,CABP7
Gene::84707,BEX2
Gene::337967,KRTAP6-2
Gene::221937,FOXK1
Gene::10981,RAB32
Gene::5605,MAP2K2
Gene::51720,UIMC1
Gene::26088,GGA1
Gene::146,ADRA1D
Gene::10469,TIMM44
Gene::7678,ZNF124
Gene::153562,MARVELD2
Gene::8440,NCK2
Gene::8332,H2AC16
Gene::10735,STAG2
Gene::1456,CSNK1G3
Gene::6513,SLC2A1
Gene::8505,PARG
Gene::441911,OR10J3
Gene::7268,TTC4
Gene::9911,TMCC2
Gene::1946,EFNA5
Gene::29924,EPN1
Gene::375056,MIA3
Gene::55872,PBK
Gene::1874,E2F4
Gene::7248,TSC1
Gene::671,BPI
Gene::23746,AIPL1
Gene::51003,MED31
Gene::1991,ELANE
Gene::10888,GPR83
Gene::221078,NSUN6
Gene::84992,PIGY
Gene::1236,CCR7
Gene::552,AVPR1A
Gene::944566,X
Gene::6919,TCEA2
Gene::57519,STARD9
Gene::51023,MRPS18C
Gene::9739,SETD1A
Gene::466,ATF1
Gene::5521,PPP2R2B
Gene::57471,ERMN
Gene::8140,SLC7A5
Gene::1164,CKS2
Gene::1477,CSTF1
Gene::219484,OR5M8
Gene::2626,GATA4
Gene::9941,EXOG
Gene::11066,SNRNP35
Gene::527,ATP6V0C
Gene::115703,ARHGAP33
Gene::3061,HCRTR1
Gene::154743,SAMTOR
Gene::970,CD70
Gene::9824,ARHGAP11A
Gene::54344,DPM3
Gene::54841,BIVM
Gene::112724,RDH13
Gene::1644,DDC
Gene::64102,TNMD
Gene::64400,AKTIP
Gene::747,DAGLA
Gene::6403,SELP
Gene::6691,SPINK2
Gene::126328,NDUFA11
Gene::1032,CDKN2D
Gene::3761,KCNJ4
Gene::56478,EIF4ENIF1
Gene::64900,LPIN3
Gene::4000,LMNA
Gene::26009,ZZZ3
Gene::348938,NIPAL4
Gene::342184,FMN1
Gene::6482,ST3GAL1
Gene::123722,FSD2
Gene::5049,PAFAH1B2
Gene::401994,OR14I1
Gene::5452,POU2F2
Gene::1054,CEBPG
Gene::1105,CHD1
Gene::760,CA2
Gene::55227,LRRC1
Gene::81797,OR12D3
Gene::136263,SSMEM1
Gene::975,CD81
Gene::10518,CIB2
Gene::57510,XPO5
Gene::7224,TRPC5
Gene::22827,PUF60
Gene::5997,RGS2
Gene::6531,SLC6A3
Gene::23644,EDC4
Gene::287,ANK2
Gene::6407,SEMG2
Gene::8502,PKP4
Gene::5547,PRCP
Gene::253639,ZNF620
Gene::8636,SSNA1
Gene::8019,BRD3
Gene::10750,GRAP
Gene::10420,TESK2
Gene::338442,HCAR2
Gene::53343,NUDT9
Gene::554235,ASPDH
Gene::7730,ZNF177
Gene::64343,AZI2
Gene::8503,PIK3R3
Gene::84766,CRACR2A
Gene::9040,UBE2M
Gene::9863,MAGI2
Gene::140838,NANP
Gene::1958,EGR1
Gene::10195,ALG3
Gene::55349,CHDH
Gene::4863,NPAT
Gene::7486,WRN
Gene::5013,OTX1
Gene::4627,MYH9
Gene::5999,RGS4
Gene::83942,TSSK1B
Gene::222229,LRWD1
Gene::2339,FNTA
Gene::3046,HBE1
Gene::54900,LAX1
Gene::4222,MEOX1
Gene::284904,SEC14L4
Gene::64745,METTL17
Gene::5763,PTMS
Gene::26292,MYCBP
Gene::147686,ZNF418
Gene::117583,PARD3B
Gene::283871,PGP
Gene::NVA4,Gene not found in NCBI database.
Gene::55334,SLC39A9
Gene::40,ASIC2
Gene::283742,FAM98B
Gene::2176,FANCC
Gene::57669,EPB41L5
Gene::55703,POLR3B
Gene::9374,PPT2
Gene::4923,NTSR1
Gene::9640,ZNF592
Gene::246184,CDC26
Gene::5726,TAS2R38
Gene::5276,SERPINI2
Gene::26531,OR11A1
Gene::2239,GPC4
Gene::4734,NEDD4
Gene::284071,MEIOC
Gene::2006,ELN
Gene::9694,EMC2
Gene::6253,RTN2
Gene::56052,ALG1
Gene::51031,GLOD4
Gene::51068,NMD3
Gene::675,BRCA2
Gene::337,APOA4
Gene::8479,HIRIP3
Gene::2847,MCHR1
Gene::4828,NMB
Gene::3459,IFNGR1
Gene::7538,ZFP36
Gene::54968,TMEM70
Gene::3417,IDH1
Gene::959,CD40LG
Gene::80155,NAA15
Gene::117581,TWIST2
Gene::4842,NOS1
Gene::1613,DAPK3
Gene::1203,CLN5
Gene::22822,PHLDA1
Gene::115509,ZNF689
Gene::9896,FIG4
Gene::84060,RBM48
Gene::2317,FLNB
Gene::1134,CHRNA1
Gene::3674,ITGA2B
Gene::11314,CD300A
Gene::4038,LRP4
Gene::79058,ASPSCR1
Gene::4172,MCM3
Gene::3949,LDLR
Gene::116461,TSEN15
Gene::5354,PLP1
Gene::6873,TAF2
Gene::6857,SYT1
Gene::1514,CTSL
Gene::89872,AQP10
Gene::353164,TAS2R42
Gene::4817,NIT1
Gene::27329,ANGPTL3
Gene::56848,SPHK2
Gene::26269,FBXO8
Gene::27314,RAB30
Gene::56937,PMEPA1
Gene::55620,STAP2
Gene::8445,DYRK2
Gene::3156,HMGCR
Gene::79036,KXD1
Gene::84861,KLHL22
Gene::8216,LZTR1
Gene::9497,SLC4A7
Gene::10631,POSTN
Gene::286530,P2RY8
Gene::25886,POC1A
Gene::4537,ND3
Gene::90701,SEC11C
Gene::6047,RNF4
Gene::81611,ANP32E
Gene::619189,SERINC4
Gene::58484,NLRC4
Gene::4302,MLLT6
Gene::490,ATP2B1
Gene::84033,OBSCN
Gene::390077,OR52N2
Gene::3910,LAMA4
Gene::256987,SERINC5
Gene::9672,SDC3
Gene::8139,GAN
Gene::2837,UTS2R
Gene::51669,SARAF
Gene::284383,OR2Z1
Gene::6431,SRSF6
Gene::89890,KBTBD6
Gene::100288072,SDR42E2
Gene::9114,ATP6V0D1
Gene::54938,SARS2
Gene::5646,PRSS3
Gene::92558,BICDL1
Gene::55017,C14orf119
Gene::479,ATP12A
Gene::729230,CCR2
Gene::6185,RPN2
Gene::26512,INTS6
Gene::64924,SLC30A5
Gene::64135,IFIH1
Gene::26137,ZBTB20
Gene::79705,LRRK1
Gene::6698,SPRR1A
Gene::8992,ATP6V0E1
Gene::10425,ARIH2
Gene::8972,MGAM
Gene::79598,CEP97
Gene::5435,POLR2F
Gene::57586,SYT13
Gene::8795,TNFRSF10B
Gene::9956,HS3ST2
Gene::50837,TAS2R7
Gene::815,CAMK2A
Gene::9743,ARHGAP32
Gene::442186,OR2J3
Gene::64384,Sirt3
Gene::389158,PLSCR5
Gene::6699,SPRR1B
Gene::64927,TTC23
Gene::846,CASR
Gene::3656,IRAK2
Gene::8454,CUL1
Gene::130814,SLC66A3
Gene::64114,TMBIM1
Gene::112812,FDX2
Gene::83933,HDAC10
Gene::1995,ELAVL3
Gene::78991,PCYOX1L
Gene::219965,OR5B17
Gene::219858,OR8B12
Gene::26015,RPAP1
Gene::51126,NAA20
Gene::51274,KLF3
Gene::1326,MAP3K8
Gene::1058,CENPA
Gene::10798,OR5I1
Gene::8318,CDC45
Gene::29101,SSU72
Gene::54107,POLE3
Gene::94081,SFXN1
Gene::10808,HSPH1
Gene::25807,RHBDD3
Gene::90993,CREB3L1
Gene::1555,CYP2B6
Gene::143502,OR52I2
Gene::6195,RPS6KA1
Gene::967,CD63
Gene::6282,S100A11
Gene::338339,CLEC4D
Gene::27156,RSPH14
Gene::993,CDC25A
Gene::219541,MED19
Gene::3560,IL2RB
Gene::152992,TRMT44
Gene::26230,TIAM2
Gene::10806,SDCCAG8
Gene::2287,FKBP3
Gene::127623,OR2B11
Gene::55662,HIF1AN
Gene::10497,UNC13B
Gene::80778,ZNF34
Gene::886,CCKAR
Gene::345462,ZNF879
Gene::163590,TOR1AIP2
Gene::3039,HBA1
Gene::51666,ASB4
Gene::56942,CMC2
Gene::91782,CHMP7
Gene::129521,NMS
Gene::22906,TRAK1
Gene::91807,MYLK3
Gene::5753,PTK6
Gene::8897,MTMR3
Gene::64283,ARHGEF28
Gene::2882,GPX7
Gene::148789,B3GALNT2
Gene::2131,EXT1
Gene::8997,KALRN
Gene::23779,ARHGAP8
Gene::4016,LOXL1
Gene::5090,PBX3
Gene::9814,SFI1
Gene::126541,OR10H4
Gene::11108,PRDM4
Gene::84695,LOXL3
Gene::57674,RNF213
Gene::119764,OR4X2
Gene::7322,UBE2D2
Gene::55729,ATF7IP
Gene::79759,ZNF668
Gene::4713,NDUFB7
Gene::80183,RUBCNL
Gene::22891,ZNF365
Gene::7763,ZFAND5
Gene::127579,DCST2
Gene::57409,MIF4GD
Gene::7922,SLC39A7
Gene::202051,SPATA24
Gene::1017,CDK2
Gene::4053,LTBP2
Gene::4591,TRIM37
Gene::130340,AP1S3
Gene::4898,NRDC
Gene::50804,MYEF2
Gene::5889,RAD51C
Gene::23140,ZZEF1
Gene::7001,PRDX2
Gene::51182,HSPA14
Gene::3055,HCK
Gene::8882,ZPR1
Gene::54971,BANP
Gene::27302,BMP10
Gene::100507588,TGFBR3L
Gene::64866,CDCP1
Gene::10970,CKAP4
Gene::8763,CD164
Gene::345630,FBLL1
Gene::23479,ISCU
Gene::10324,KLHL41
Gene::53632,PRKAG3
Gene::54576,UGT1A8
Gene::79444,BIRC7
Gene::5199,CFP
Gene::144699,FBXL14
Gene::11285,B4GALT7
Gene::9133,CCNB2
Gene::8481,OFD1
Gene::6357,CCL13
Gene::8899,PRP4K
Gene::84073,MYCBPAP
Gene::7052,TGM2
Gene::55033,FKBP14
Gene::9168,TMSB10
Gene::51164,DCTN4
Gene::221393,ADGRF4
Gene::142678,MIB2
Gene::902,CCNH
Gene::114088,TRIM9
Gene::6667,SP1
Gene::1524,CX3CR1
Gene::79676,OGFOD2
Gene::79600,TCTN1
Gene::23096,IQSEC2
Gene::9550,ATP6V1G1
Gene::54777,CFAP46
Gene::262,AMD1
Gene::1984,EIF5A
Gene::100131827,ZNF717
Gene::1213,CLTC
Gene::22838,RNF44
Gene::390538,OR4M2
Gene::4128,MAOA
Gene::57820,CCNB1IP1
Gene::390327,OR6C70
Gene::51634,RBMX2
Gene::10975,UQCR11
Gene::126695,KDF1
Gene::50833,TAS2R16
Gene::9293,GPR52
Gene::5641,LGMN
Gene::3352,HTR1D
Gene::27236,ARFIP1
Gene::160518,DENND5B
Gene::7074,TIAM1
Gene::402682,UFSP1
Gene::6476,SI
Gene::5147,PDE6D
Gene::81855,SFXN3
Gene::7399,USH2A
Gene::7137,TNNI3
Gene::1386,ATF2
Gene::221037,JMJD1C
Gene::23236,PLCB1
Gene::5319,PLA2G1B
Gene::9646,CTR9
Gene::2619,GAS1
Gene::9650,MTFR1
Gene::392392,OR1K1
Gene::144124,OR10A5
Gene::2873,GPS1
Gene::28996,HIPK2
Gene::1839,HBEGF
Gene::1181,CLCN2
Gene::7032,TFF2
Gene::6402,SELL
Gene::10477,UBE2E3
Gene::8772,FADD
Gene::374462,PTPRQ
Gene::219931,TPCN2
Gene::4909,NTF4
Gene::80022,MYO15B
Gene::56895,AGPAT4
Gene::4694,NDUFA1
Gene::29914,UBIAD1
Gene::407010,MIR23A
Gene::2583,B4GALNT1
Gene::26240,FAM50B
Gene::10945,KDELR1
Gene::81309,OR4C15
Gene::23072,HECW1
Gene::390212,GPR152
Gene::53944,CSNK1G1
Gene::1153,CIRBP
Gene::81565,NDEL1
Gene::81544,GDPD5
Gene::254187,TSGA10IP
Gene::390078,OR52E6
Gene::338872,C1QTNF9
Gene::51513,ETV7
Gene::5093,PCBP1
Gene::9139,CBFA2T2
Gene::3572,IL6ST
Gene::54800,KLHL24
Gene::1871,E2F3
Gene::80145,THOC7
Gene::166647,ADGRA3
Gene::339366,ADAMTSL5
Gene::23109,DDN
Gene::84148,KAT8
Gene::347735,SERINC2
Gene::6655,SOS2
Gene::55623,THUMPD1
Gene::22941,SHANK2
Gene::54537,SHLD2
Gene::8939,FUBP3
Gene::1601,DAB2
Gene::84926,SPRYD3
Gene::7030,TFE3
Gene::10845,CLPX
Gene::55239,OGFOD1
Gene::9885,OSBPL2
Gene::6658,SOX3
Gene::4338,MOCS2
Gene::645811,CCDC154
Gene::55629,PNRC2
Gene::10038,PARP2
Gene::4852,NPY
Gene::57169,ZNFX1
Gene::5187,PER1
Gene::9258,MFHAS1
Gene::5586,PKN2
Gene::6608,SMO
Gene::989,SEPTIN7
Gene::80177,MYCT1
Gene::64746,ACBD3
Gene::266977,ADGRF1
Gene::27246,RNF115
Gene::5465,PPARA
Gene::5537,PPP6C
Gene::8760,CDS2
Gene::5563,PRKAA2
Gene::10130,PDIA6
Gene::387923,SERP2
Gene::7403,KDM6A
Gene::64946,CENPH
Gene::9324,HMGN3
Gene::2487,FRZB
Gene::54827,NXPE4
Gene::29083,GTPBP8
Gene::26086,GPSM1
Gene::1455,CSNK1G2
Gene::51194,IPO11
Gene::55616,ASAP3
Gene::162979,ZNF296
Gene::5214,PFKP
Gene::129642,MBOAT2
Gene::3725,JUN
Gene::90203,SNX21
Gene::142684,RAB40A
Gene::3562,IL3
Gene::8681,JMJD7-PLA2G4B
Gene::57709,SLC7A14
Gene::84623,KIRREL3
Gene::51729,WBP11
Gene::115560,ZNF501
Gene::2178,FANCE
